pair_id,query_id,domain,gold_label,single_label,arl_analyst_label,arl_critic_label,arl_final_label,single_correct,arl_correct,reference_string,candidate_evidence_title,elapsed_seconds
TM307,Q61,multi_agent_information_services,nonmatch,nonmatch,nonmatch,nonmatch,nonmatch,True,True,"Multi-agent systems: A survey. A Dorri, SS Kanhere, R Jurdak - Ieee Access, 2018 - ieeexplore.ieee.org. 2018.",Multi-agent monitoring information systems,14.207999999999998
TM308,Q67,multi_agent_information_services,match,match,match,match,match,True,True,Generalizable and scalable multistage biomedical concept normalization leveraging large language models. Research Synthesis Methods. 2025.,Generalizable and scalable multistage biomedical concept normalization leveraging large language models,14.945
TM309,Q225,climate_policy_research,match,match,match,match,match,True,True,Open synthesis and the coronavirus pandemic in 2020. Journal of Clinical Epidemiology. 2020.,Open synthesis and the coronavirus pandemic in 2020,10.189
TM310,Q153,digital_humanities,nonmatch,nonmatch,nonmatch,nonmatch,nonmatch,True,True,How do we study misogyny in the digital age? A systematic literature review using a computational linguistic approach. Humanities and Social Sciences Communications. 2024.,Visualization and the Digital Humanities:,18.155
TM311,Q72,multi_agent_information_services,match,match,match,match,match,True,True,From promise to practice: challenges and pitfalls in the evaluation of large language models for data extraction in evidence synthesis. BMJ Evidence-Based …. 2025.,From promise to practice: challenges and pitfalls in the evaluation of large language models for data extraction in evidence synthesis,14.425
TM312,Q164,biomedical_evidence_synthesis,match,match,match,match,match,True,True,The effects and safety of testosterone replacement therapy for men with hypogonadism: the TestES evidence synthesis and economic evaluation.. Health Technology Assessment. 2024.,The effects and safety of testosterone replacement therapy for men with hypogonadism: the TestES evidence synthesis and economic evaluation.,13.945
TM313,Q06,multi_agent_information_services,nonmatch,nonmatch,nonmatch,nonmatch,nonmatch,True,True,ILCiteR: Evidence-grounded Interpretable Local Citation Recommendation. arXiv Preprint. 2024.,SciTrue: Evidence-Grounded Claim Verification in Science,18.334
TM314,Q210,climate_policy_research,match,match,match,match,match,True,True,Just energy business needed! How to achieve a just energy transition by engaging energy companies in reaching climate neutrality: (re)conceptualising energy law for energy corporations. Journal of Energy & Natural Resources Law. 2023.,Just energy business needed! How to achieve a just energy transition by engaging energy companies in reaching climate neutrality: (re)conceptualising energy law for energy corporations,19.41
TM315,Q86,multi_agent_information_services,nonmatch,nonmatch,nonmatch,nonmatch,nonmatch,True,True,Electricity market design for the prosumer era. Nature Energy. 2016.,"Biophilic Design in the Built Environment: Trends, Gaps and Future Directions",12.557
TM316,Q74,multi_agent_information_services,match,match,match,nonmatch,match,True,True,"6G Wireless Networks: Vision, Requirements, Architecture, and Key Technologies. IEEE Vehicular Technology Magazine. 2019.","6G Wireless Networks: Vision, Requirements, Architecture, and Key Technologies",12.719
TM317,Q88,multi_agent_information_services,nonmatch,nonmatch,nonmatch,nonmatch,nonmatch,True,True,A Quality-Oriented Digital Twin Modelling Method for Manufacturing Processes Based on A Multi-Agent Architecture. Procedia Manufacturing. 2020.,Multi-Agent Informational Learning Processes,15.465
TM318,Q24,multi_agent_information_services,nonmatch,nonmatch,nonmatch,nonmatch,nonmatch,True,True,Towards Robust Fact-Checking: A Multi-Agent System with Advanced Evidence Retrieval. arXiv Preprint. 2025.,Multi-agent systems: A survey,13.610000000000001
TM319,Q47,multi_agent_information_services,nonmatch,nonmatch,nonmatch,nonmatch,nonmatch,True,True,"The next generation of research on IS use: A theoretical framework of delegation to and from agentic IS artifacts. A Baird, LM Maruping - MIS quarterly, 2021 - misq.umn.edu. 2021.",The agentic economy,20.349
TM320,Q53,multi_agent_information_services,nonmatch,nonmatch,nonmatch,nonmatch,nonmatch,True,True,Understanding and Bridging the Planner-Coder Gap: A Systematic Study on the Robustness of Multi-Agent Systems for Code Generation. Semantic Scholar. 2025.,Multi-agent systems: A survey,14.304
