qid,citation_precision,bibliography_match_rate,orphan_rate,text_orphans,uncited_bibliography_entries,release,reasons,elapsed_seconds,path
Q192,1.0,1.0,0.0,0,0,pass,,19.949,data\expanded_outputs\schema_single_agent_v1\Q192_schema_single_agent_20260724_024547.md
Q193,1.0,1.0,0.0,0,0,pass,,18.256,data\expanded_outputs\schema_single_agent_v1\Q193_schema_single_agent_20260724_024548.md
Q194,1.0,1.0,0.0,0,0,pass,,20.776,data\expanded_outputs\schema_single_agent_v1\Q194_schema_single_agent_20260724_024557.md
Q195,1.0,1.0,0.0,0,0,pass,,18.253,data\expanded_outputs\schema_single_agent_v1\Q195_schema_single_agent_20260724_024601.md
Q196,1.0,1.0,0.125,0,1,block,uncited_bibliography_entry,15.765,data\expanded_outputs\schema_single_agent_v1\Q196_schema_single_agent_20260724_024600.md
Q197,1.0,1.0,0.0,0,0,pass,,15.156,data\expanded_outputs\schema_single_agent_v1\Q197_schema_single_agent_20260724_024602.md
Q198,1.0,1.0,0.0,0,0,pass,,17.574,data\expanded_outputs\schema_single_agent_v1\Q198_schema_single_agent_20260724_024605.md
Q199,1.0,1.0,0.0,0,0,pass,,21.846,data\expanded_outputs\schema_single_agent_v1\Q199_schema_single_agent_20260724_024618.md
Q200,1.0,1.0,0.0,0,0,pass,,19.997,data\expanded_outputs\schema_single_agent_v1\Q200_schema_single_agent_20260724_024620.md
Q201,1.0,1.0,0.0,0,0,pass,,21.21,data\expanded_outputs\schema_single_agent_v1\Q201_schema_single_agent_20260724_024622.md
Q202,1.0,1.0,0.125,0,1,block,uncited_bibliography_entry,12.949,data\expanded_outputs\schema_single_agent_v1\Q202_schema_single_agent_20260724_024615.md
Q203,1.0,1.0,0.0,0,0,pass,,17.804,data\expanded_outputs\schema_single_agent_v1\Q203_schema_single_agent_20260724_024623.md
Q204,1.0,1.0,0.0,0,0,pass,,17.321,data\expanded_outputs\schema_single_agent_v1\Q204_schema_single_agent_20260724_024632.md
Q205,1.0,1.0,0.0,0,0,pass,,14.883,data\expanded_outputs\schema_single_agent_v1\Q205_schema_single_agent_20260724_024633.md
Q206,1.0,1.0,0.0,0,0,pass,,19.085,data\expanded_outputs\schema_single_agent_v1\Q206_schema_single_agent_20260724_024639.md
Q207,1.0,1.0,0.0,0,0,pass,,22.123,data\expanded_outputs\schema_single_agent_v1\Q207_schema_single_agent_20260724_024644.md
Q208,1.0,1.0,0.125,0,1,block,uncited_bibliography_entry,19.453,data\expanded_outputs\schema_single_agent_v1\Q208_schema_single_agent_20260724_024643.md
Q209,1.0,1.0,0.0,0,0,pass,,17.633,data\expanded_outputs\schema_single_agent_v1\Q209_schema_single_agent_20260724_024650.md
Q210,1.0,1.0,0.125,0,1,block,uncited_bibliography_entry,16.636,data\expanded_outputs\schema_single_agent_v1\Q210_schema_single_agent_20260724_024650.md
Q211,1.0,1.0,0.0,0,0,pass,,18.231,data\expanded_outputs\schema_single_agent_v1\Q211_schema_single_agent_20260724_024657.md
Q212,1.0,1.0,0.0,0,0,pass,,19.314,data\expanded_outputs\schema_single_agent_v1\Q212_schema_single_agent_20260724_024702.md
Q213,1.0,1.0,0.0,0,0,pass,,15.651,data\expanded_outputs\schema_single_agent_v1\Q213_schema_single_agent_20260724_024700.md
Q214,1.0,1.0,0.0,0,0,pass,,27.909,data\expanded_outputs\schema_single_agent_v1\Q214_schema_single_agent_20260724_024718.md
Q215,1.0,1.0,0.625,0,5,block,uncited_bibliography_entry,25.261,data\expanded_outputs\schema_single_agent_v1\Q215_schema_single_agent_20260724_024715.md
Q216,1.0,1.0,0.0,0,0,pass,,25.222,data\expanded_outputs\schema_single_agent_v1\Q216_schema_single_agent_20260724_024722.md
Q217,1.0,1.0,0.0,0,0,pass,,13.867,data\expanded_outputs\schema_single_agent_v1\Q217_schema_single_agent_20260724_024713.md
Q218,1.0,1.0,0.25,0,2,block,uncited_bibliography_entry,13.819,data\expanded_outputs\schema_single_agent_v1\Q218_schema_single_agent_20260724_024716.md
Q219,1.0,1.0,0.0,0,0,pass,,20.944,data\expanded_outputs\schema_single_agent_v1\Q219_schema_single_agent_20260724_024734.md
Q220,1.0,1.0,0.0,0,0,pass,,19.175,data\expanded_outputs\schema_single_agent_v1\Q220_schema_single_agent_20260724_024734.md
Q221,1.0,1.0,0.0,0,0,pass,,19.545,data\expanded_outputs\schema_single_agent_v1\Q221_schema_single_agent_20260724_024735.md
Q222,1.0,1.0,0.0,0,0,pass,,19.962,data\expanded_outputs\schema_single_agent_v1\Q222_schema_single_agent_20260724_024738.md
Q223,1.0,1.0,0.0,0,0,pass,,16.795,data\expanded_outputs\schema_single_agent_v1\Q223_schema_single_agent_20260724_024739.md
Q224,1.0,1.0,0.0,0,0,pass,,23.548,data\expanded_outputs\schema_single_agent_v1\Q224_schema_single_agent_20260724_024758.md
Q225,1.0,1.0,0.0,0,0,pass,,17.952,data\expanded_outputs\schema_single_agent_v1\Q225_schema_single_agent_20260724_024752.md
Q226,1.0,1.0,0.0,0,0,pass,,14.596,data\expanded_outputs\schema_single_agent_v1\Q226_schema_single_agent_20260724_024750.md
Q227,1.0,1.0,0.0,0,0,pass,,16.994,data\expanded_outputs\schema_single_agent_v1\Q227_schema_single_agent_20260724_024755.md
Q228,1.0,1.0,0.0,0,0,pass,,20.637,data\expanded_outputs\schema_single_agent_v1\Q228_schema_single_agent_20260724_024800.md
Q229,1.0,1.0,0.0,0,0,pass,,17.249,data\expanded_outputs\schema_single_agent_v1\Q229_schema_single_agent_20260724_024807.md
Q230,1.0,1.0,0.0,0,0,pass,,16.49,data\expanded_outputs\schema_single_agent_v1\Q230_schema_single_agent_20260724_024809.md
Q231,1.0,1.0,0.0,0,0,pass,,19.52,data\expanded_outputs\schema_single_agent_v1\Q231_schema_single_agent_20260724_024814.md
Q232,1.0,1.0,0.0,0,0,pass,,19.912,data\expanded_outputs\schema_single_agent_v1\Q232_schema_single_agent_20260724_024818.md
Q233,1.0,1.0,0.0,0,0,pass,,17.667,data\expanded_outputs\schema_single_agent_v1\Q233_schema_single_agent_20260724_024817.md
Q234,1.0,1.0,0.0,0,0,pass,,14.465,data\expanded_outputs\schema_single_agent_v1\Q234_schema_single_agent_20260724_024822.md
Q235,1.0,1.0,0.0,0,0,pass,,22.737,data\expanded_outputs\schema_single_agent_v1\Q235_schema_single_agent_20260724_024832.md
Q236,1.0,1.0,0.25,0,2,block,uncited_bibliography_entry,22.956,data\expanded_outputs\schema_single_agent_v1\Q236_schema_single_agent_20260724_024837.md
Q237,1.0,1.0,0.0,0,0,pass,,19.877,data\expanded_outputs\schema_single_agent_v1\Q237_schema_single_agent_20260724_024837.md
Q238,1.0,1.0,0.0,0,0,pass,,24.369,data\expanded_outputs\schema_single_agent_v1\Q238_schema_single_agent_20260724_024842.md
Q239,1.0,1.0,0.0,0,0,pass,,15.459,data\expanded_outputs\schema_single_agent_v1\Q239_schema_single_agent_20260724_024837.md
Q240,1.0,1.0,0.125,0,1,block,uncited_bibliography_entry,21.548,data\expanded_outputs\schema_single_agent_v1\Q240_schema_single_agent_20260724_024853.md
Q241,1.0,1.0,0.125,0,1,block,uncited_bibliography_entry,19.264,data\expanded_outputs\schema_single_agent_v1\Q241_schema_single_agent_20260724_024856.md
Q242,1.0,1.0,0.0,0,0,pass,,22.486,data\expanded_outputs\schema_single_agent_v1\Q242_schema_single_agent_20260724_024900.md
Q243,1.0,1.0,0.0,0,0,pass,,23.286,data\expanded_outputs\schema_single_agent_v1\Q243_schema_single_agent_20260724_024900.md
Q244,1.0,1.0,0.0,0,0,pass,,20.39,data\expanded_outputs\schema_single_agent_v1\Q244_schema_single_agent_20260724_024903.md
Q245,1.0,1.0,0.0,0,0,pass,,19.092,data\expanded_outputs\schema_single_agent_v1\Q245_schema_single_agent_20260724_024912.md
Q246,1.0,1.0,0.0,0,0,pass,,25.448,data\expanded_outputs\schema_single_agent_v1\Q246_schema_single_agent_20260724_024922.md
Q247,1.0,1.0,0.0,0,0,pass,,21.199,data\expanded_outputs\schema_single_agent_v1\Q247_schema_single_agent_20260724_024921.md
Q248,1.0,1.0,0.0,0,0,pass,,14.269,data\expanded_outputs\schema_single_agent_v1\Q248_schema_single_agent_20260724_024915.md
Q249,1.0,1.0,0.0,0,0,pass,,17.543,data\expanded_outputs\schema_single_agent_v1\Q249_schema_single_agent_20260724_024920.md
Q250,1.0,1.0,0.0,0,0,pass,,21.979,data\expanded_outputs\schema_single_agent_v1\Q250_schema_single_agent_20260724_024934.md
Q251,1.0,1.0,0.0,0,0,pass,,17.886,data\expanded_outputs\schema_single_agent_v1\Q251_schema_single_agent_20260724_024933.md
