normalised_key,reference,title_guess,occurrences,configs,status,matched_source,matched_title,identifier,similarity,errors
reasoning driven large language models in medicine opportunities challenges and the road ahead the lancet digital health 2026,"Reasoning-driven large language models in medicine: opportunities, challenges, and the road ahead.. The Lancet. Digital health. 2026.","Reasoning-driven large language models in medicine: opportunities, challenges, and the road ahead.",4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,"Reasoning-driven large language models in medicine: opportunities, challenges, and the road ahead",10.1016/j.landig.2025.100931,1.0,
researchrubrics a benchmark of prompts and rubrics for evaluating deep research agents arxiv org 2025,ResearchRubrics: A Benchmark of Prompts and Rubrics For Evaluating Deep Research Agents. arXiv.org. 2025.,ResearchRubrics: A Benchmark of Prompts and Rubrics For Evaluating Deep Research Agents,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,OpenAlex,ResearchRubrics: A Benchmark of Prompts and Rubrics For Evaluating Deep Research Agents,https://doi.org/10.48550/arxiv.2511.07685,1.0,
rethinking failure attribution in multi agent systems a multi perspective benchmark and evaluation arxiv preprint 2026,Rethinking Failure Attribution in Multi-Agent Systems: A Multi-Perspective Benchmark and Evaluation. arXiv Preprint. 2026.,Rethinking Failure Attribution in Multi-Agent Systems: A Multi-Perspective Benchmark and Evaluation,4,M1|M2a|M2b|M2c,unresolved_external,Crossref,Seeing the Whole Elephant: A Benchmark for Failure Attribution in LLM-based Multi-Agent Systems,10.18653/v1/2026.acl-long.912,0.6666666666666666,
rethinking plagiarism in the era of generative ai journal of intelligent communication 2024,Rethinking Plagiarism in the Era of Generative AI. Journal of Intelligent Communication. 2024.,Rethinking Plagiarism in the Era of Generative AI,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Rethinking Plagiarism in the Era of Generative AI,10.54963/jic.v3i2.220,1.0,
reviews and syntheses arctic fire regimes and emissions in the 21st century biogeosciences 2021,Reviews and syntheses: Arctic fire regimes and emissions in the 21st century. Biogeosciences. 2021.,Reviews and syntheses: Arctic fire regimes and emissions in the 21st century,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Reviews &amp; Syntheses: Arctic Fire Regimes and Emissions in the 21st Century,10.5194/bg-2021-83,1.0,
squai scientific question answering with multi agent retrieval augmented generation international conference on information and knowledge management 2025,SQuAI: Scientific Question-Answering with Multi-Agent Retrieval-Augmented Generation. International Conference on Information and Knowledge Management. 2025.,SQuAI: Scientific Question-Answering with Multi-Agent Retrieval-Augmented Generation,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,SQuAI: Scientific Question-Answering with Multi-Agent Retrieval-Augmented Generation,10.1145/3746252.3761471,1.0,
stewardship of digital language archives training development and testing through collaboration of information scientists linguists and communities information research 2025,"Stewardship of digital language archives: training development and testing through collaboration of information scientists, linguists, and communities. Information Research. 2025.","Stewardship of digital language archives: training development and testing through collaboration of information scientists, linguists, and communities",4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,"Stewardship of digital language archives: training development and testing through collaboration of information scientists, linguists, and communities",10.47989/ir30iconf47311,1.0,
storytelling as a research tool used to explore insights and as an intervention in public health a systematic narrative review international journal of public health 2021,Storytelling as a Research Tool Used to Explore Insights and as an Intervention in Public Health: A Systematic Narrative Review. International Journal of Public Health. 2021.,Storytelling as a Research Tool Used to Explore Insights and as an Intervention in Public Health: A Systematic Narrative Review,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Storytelling as a Research Tool Used to Explore Insights and as an Intervention in Public Health: A Systematic Narrative Review,10.3389/ijph.2021.1604262,1.0,
systematic mapping of global research on climate and health using machine learning social science research network 2021,Systematic Mapping of Global Research on Climate and Health Using Machine Learning. Social Science Research Network. 2021.,Systematic Mapping of Global Research on Climate and Health Using Machine Learning,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Systematic Mapping of Global Research on Climate and Health Using Machine Learning,10.2139/ssrn.3752690,1.0,
text analysis using deep neural networks in digital humanities and information science journal of the association for information science and technology 2021,Text analysis using deep neural networks in digital humanities and information science. Journal of the Association for Information Science and Technology. 2021.,Text analysis using deep neural networks in digital humanities and information science,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Text analysis using deep neural networks in digital humanities and information science,10.1002/asi.24544,1.0,
the economics of coal phaseouts auctions as a novel policy instrument for the energy transition climate policy pp 1 12 2024 2024,"The Economics of Coal Phaseouts: Auctions as a Novel Policy Instrument for the Energy Transition. Climate Policy, pp.1-12 (2024). 2024.",The Economics of Coal Phaseouts: Auctions as a Novel Policy Instrument for the Energy Transition,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,The Economics of Coal Phaseouts: Auctions as a Novel Policy Instrument for the Energy Transition,10.2139/ssrn.4871390,1.0,
the ethics of ai generated literature originality authorship and literary value in the age of large language models international journal of arts and liberal studies ijals 2025,"The Ethics of AI-Generated Literature: Originality, Authorship, and Literary Value in the Age of Large Language Models. International Journal of Arts and Liberal Studies (IJALS). 2025.","The Ethics of AI-Generated Literature: Originality, Authorship, and Literary Value in the Age of Large Language Models",4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,"The Ethics of AI-Generated Literature: Originality, Authorship, and Literary Value in the Age of Large Language Models",10.63090/ijals/3108.1673.0005,1.0,
the governance gap a systematic analysis of architectural deficiencies in ai agent security frameworks crossref 2026,The Governance Gap: A Systematic Analysis of Architectural Deficiencies in AI Agent Security Frameworks. CrossRef. 2026.,The Governance Gap: A Systematic Analysis of Architectural Deficiencies in AI Agent Security Frameworks,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,The Governance Gap: A Systematic Analysis of Architectural Deficiencies in AI Agent Security Frameworks,10.2139/ssrn.6150032,1.0,
the impact of generative ai on critical thinking skills a systematic review conceptual framework and future research directions information discovery and delivery 2025,"The impact of generative AI on critical thinking skills: a systematic review, conceptual framework and future research directions. Information Discovery and Delivery. 2025.","The impact of generative AI on critical thinking skills: a systematic review, conceptual framework and future research directions",4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,"The impact of generative AI on critical thinking skills: a systematic review, conceptual framework and future research directions",10.1108/idd-05-2025-0125,1.0,
the research burden of randomized controlled trial participation a systematic thematic synthesis of qualitative evidence bmc medicine 2020,The research burden of randomized controlled trial participation: a systematic thematic synthesis of qualitative evidence. BMC Medicine. 2020.,The research burden of randomized controlled trial participation: a systematic thematic synthesis of qualitative evidence,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,The research burden of randomized controlled trial participation: a systematic thematic synthesis of qualitative evidence,10.1186/s12916-019-1476-5,1.0,
the role of knowledge graphs in chatbots electronic library 2024,The role of knowledge graphs in chatbots. Electronic library. 2024.,The role of knowledge graphs in chatbots,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,The role of knowledge graphs in chatbots,10.1108/el-03-2023-0066,1.0,
the use of foundational ontologies in biomedical research journal of biomedical semantics 2023,The use of foundational ontologies in biomedical research.. Journal of biomedical semantics. 2023.,The use of foundational ontologies in biomedical research.,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,The use of foundational ontologies in biomedical research,10.1186/s13326-023-00300-z,1.0,
to rag or not to rag that is the question effective text to sql generation under ambiguity ieee access 2026,"To RAG or Not to RAG, That Is the Question: Effective Text-to-SQL Generation Under Ambiguity. IEEE Access. 2026.","To RAG or Not to RAG, That Is the Question: Effective Text-to-SQL Generation Under Ambiguity",4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,"To RAG or Not to RAG, That Is the Question: Effective Text-to-SQL Generation Under Ambiguity",10.1109/access.2026.3670064,1.0,
tokenization changes meaning in large language models evidence from chinese crossref 2025,Tokenization changes meaning in large language models: Evidence from Chinese. CrossRef. 2025.,Tokenization changes meaning in large language models: Evidence from Chinese,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Tokenization changes meaning in large language models: Evidence from Chinese,10.31234/osf.io/7kqbn_v2,1.0,
towards a cleaner document oriented multilingual crawled corpus arxiv cornell university 2022,Towards a Cleaner Document-Oriented Multilingual Crawled Corpus. arXiv (Cornell University). 2022.,Towards a Cleaner Document-Oriented Multilingual Crawled Corpus,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Towards a Cleaner Document-Oriented Multilingual Crawled Corpus,10.63317/579or68a4ybs,1.0,
transformer and large language models for automatic multiple choice question generation a systematic literature review ieee access 2025,Transformer and Large Language Models for Automatic Multiple-Choice Question Generation: A Systematic Literature Review. IEEE Access. 2025.,Transformer and Large Language Models for Automatic Multiple-Choice Question Generation: A Systematic Literature Review,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Transformer and Large Language Models for Automatic Multiple-Choice Question Generation: A Systematic Literature Review,10.1109/access.2025.3590423,1.0,
unraveling the ai2 asta scholarly research assistant citation system revista panamericana de comunicación 2025,Unraveling the Ai2 Asta Scholarly Research Assistant Citation System. Revista Panamericana de Comunicación. 2025.,Unraveling the Ai2 Asta Scholarly Research Assistant Citation System,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Unraveling the Ai2 Asta Scholarly Research Assistant Citation System,10.21555/rpc.v7i2.3675,1.0,
unveiling the dynamics of ai applications a review of reviews using scientometrics and bertopic modeling journal of innovation knowledge 2024,Unveiling the dynamics of AI applications: A review of reviews using scientometrics and BERTopic modeling. Journal of Innovation & Knowledge. 2024.,Unveiling the dynamics of AI applications: A review of reviews using scientometrics and BERTopic modeling,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Unveiling the dynamics of AI applications: A review of reviews using scientometrics and BERTopic modeling,10.1016/j.jik.2024.100517,1.0,
use of grounded theory in the extraction coding and analysis of data in literature meta analyses texto contexto 2023,"Use of grounded theory in the extraction, coding and analysis of data in literature meta-analyses. Texto & Contexto …. 2023.","Use of grounded theory in the extraction, coding and analysis of data in literature meta-analyses",4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,"USE OF GROUNDED THEORY IN THE EXTRACTION, CODING AND ANALYSIS OF DATA IN LITERATURE META-ANALYSES",10.1590/1980-265x-tce-2021-0445en,1.0,
using artificial intelligence methods for systematic review in health sciences a systematic review research synthesis methods 2022,Using artificial intelligence methods for systematic review in health sciences: A systematic review.. Research synthesis methods. 2022.,Using artificial intelligence methods for systematic review in health sciences: A systematic review.,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Using artificial intelligence methods for systematic review in health sciences: A systematic review,10.1002/jrsm.1553,1.0,
using the semantic web in digital humanities shift from data publishing to data analysis and serendipitous knowledge discovery semantic web 2020,Using the Semantic Web in digital humanities: Shift from data publishing to data-analysis and serendipitous knowledge discovery. Semantic Web. 2020.,Using the Semantic Web in digital humanities: Shift from data publishing to data-analysis and serendipitous knowledge discovery,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Using the Semantic Web in digital humanities: Shift from data publishing to data-analysis and serendipitous knowledge discovery,10.3233/sw-190386,1.0,
visualisation of multi indication randomised control trial evidence to support decision making in oncology a case study on bevacizumab arxiv preprint 2025,Visualisation of multi-indication randomised control trial evidence to support decision-making in oncology: a case study on bevacizumab. arXiv Preprint. 2025.,Visualisation of multi-indication randomised control trial evidence to support decision-making in oncology: a case study on bevacizumab,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Visualization of Multi-indication Randomized Control Trial Evidence to Support Decision Making in Oncology: A Case Study on Bevacizumab,10.1177/0272989x261430333,0.9850746268656716,
what do humanities scholars need a user model for recommendation in digital archives arxiv preprint 2026,What Do Humanities Scholars Need? A User Model for Recommendation in Digital Archives. arXiv Preprint. 2026.,What Do Humanities Scholars Need? A User Model for Recommendation in Digital Archives,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,What Do Humanities Scholars Need? A User Model for Recommendation in Digital Archives,10.1145/3774935.3806171,1.0,
what do we critique when we critique technology american literature 2023,What Do We Critique When We Critique Technology?. American Literature. 2023.,What Do We Critique When We Critique Technology?,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,What Do We Critique When We Critique Technology?,10.1215/00029831-10575091,1.0,
what is digital humanities and what s it in english departments defining digital humanities 2016,What is digital humanities and what's it doing in English departments?. Defining digital humanities. 2016.,What is digital humanities and what's it doing in English departments?,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,What Is Digital Humanities and What's It Doing in English Departments?,10.1632/ade.150.55,1.0,
wikidata visualization for event and temporal data exploration in digital humanities and cultural heritage semantic web interoperability usability applicability 2025,"Wikidata Visualization for Event and Temporal Data Exploration in Digital Humanities and Cultural Heritage. Semantic Web: – Interoperability, Usability, Applicability. 2025.",Wikidata Visualization for Event and Temporal Data Exploration in Digital Humanities and Cultural Heritage,4,M1|M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Wikidata Visualization for Event and Temporal Data Exploration in Digital Humanities and Cultural Heritage,10.1177/22104968251395606,1.0,
生成式人工智能驱动下智慧图书馆信息搜索的技术框架及服务模式研究 专栏 中国特色图书情报学 2025,生成式人工智能驱动下智慧图书馆信息搜索的技术框架及服务模式研究. 专栏:中国特色图书情报学. 2025.,生成式人工智能驱动下智慧图书馆信息搜索的技术框架及服务模式研究,4,M1|M2a|M2b|M2c,unresolved_external,Crossref,高校智慧图书馆服务模式的创新研究,10.36012/lcs.v1i1.742,0.46808510638297873,
a new field i history of humanities i history of humanities 2016,A New Field:<i>History of Humanities</i>. History of Humanities. 2016.,A New Field:<i>History of Humanities</i>,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,A New Field:<i>History of Humanities</i>,10.1086/685056,1.0,
a bibliometric study of digital humanities research in china from 2012 to 2021 information research 2023,A bibliometric study of digital humanities research in China from 2012 to 2021. Information Research. 2023.,A bibliometric study of digital humanities research in China from 2012 to 2021,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,A bibliometric study of digital humanities research in China from 2012 to 2021,10.47989/ir284336,1.0,
a meta analysis of projected global food demand and population at risk of hunger for the period 2010 2050 nature food 2021,A meta-analysis of projected global food demand and population at risk of hunger for the period 2010–2050. Nature Food. 2021.,A meta-analysis of projected global food demand and population at risk of hunger for the period 2010–2050,3,M1|M2c,verified_genuine_but_unretrieved,Crossref,A meta-analysis of projected global food demand and population at risk of hunger for the period 2010–2050,10.1038/s43016-021-00322-9,1.0,
agentigraph a multi agent knowledge graph framework for interactive domain specific llm chatbots arxiv preprint 2025,"AGENTiGraph: A Multi-Agent Knowledge Graph Framework for Interactive, Domain-Specific LLM Chatbots. arXiv Preprint. 2025.","AGENTiGraph: A Multi-Agent Knowledge Graph Framework for Interactive, Domain-Specific LLM Chatbots",3,M1|M2a|M2c,verified_genuine_but_unretrieved,Crossref,"AGENTiGraph: A Multi-Agent Knowledge Graph Framework for Interactive, Domain-Specific LLM Chatbots",10.1145/3746252.3761459,1.0,
ai agent in software defined network agent based network service prediction and wireless resource scheduling optimization y cao r wang m chen ieee internet of things 2019 ieeexplore ieee org 2019,"AI agent in software-defined network: Agent-based network service prediction and wireless resource scheduling optimization. Y Cao, R Wang, M Chen… - IEEE Internet of Things …, 2019 - ieeexplore.ieee.org. 2019.",AI agent in software-defined network: Agent-based network service prediction and wireless resource scheduling optimization,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,AI Agent in Software-Defined Network: Agent-Based Network Service Prediction and Wireless Resource Scheduling Optimization,10.1109/jiot.2019.2950730,1.0,
achilles heel of distributed multi agent systems arxiv preprint 2025,Achilles Heel of Distributed Multi-Agent Systems. arXiv Preprint. 2025.,Achilles Heel of Distributed Multi-Agent Systems,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Achilles Heel,10.2307/j.ctv2sp3db7.18,1.0,
adjustments in indigenous peoples forest use and management in the context of climate change a global systematic literature review international forestry review 2022,Adjustments in Indigenous Peoples' Forest Use and Management in the Context of Climate Change: A Global Systematic Literature Review. International forestry review. 2022.,Adjustments in Indigenous Peoples' Forest Use and Management in the Context of Climate Change: A Global Systematic Literature Review,3,M1|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Adjustments in Indigenous peoples' forest use and management in the context of climate change: a global systematic literature review,10.1505/146554822835941913,1.0,
agent kb leveraging cross domain experience for agentic problem solving x tang t qin t peng z zhou d shao t du arxiv preprint arxiv 2025 arxiv org 2025,"Agent kb: Leveraging cross-domain experience for agentic problem solving. X Tang, T Qin, T Peng, Z Zhou, D Shao, T Du… - arXiv preprint arXiv …, 2025 - arxiv.org. 2025.",Agent kb: Leveraging cross-domain experience for agentic problem solving,3,M1|M2b|M2c,verified_genuine_but_unretrieved,OpenAlex,Agent KB: Leveraging Cross-Domain Experience for Agentic Problem Solving,https://doi.org/10.48550/arxiv.2507.06229,1.0,
assessing large language models on islamic legal reasoning evidence from inheritance law evaluation proceedings of the third arabic natural language processing conference 2025,Assessing Large Language Models on Islamic Legal Reasoning: Evidence from Inheritance Law Evaluation. Proceedings of The Third Arabic Natural Language Processing Conference. 2025.,Assessing Large Language Models on Islamic Legal Reasoning: Evidence from Inheritance Law Evaluation,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Assessing Large Language Models on Islamic Legal Reasoning: Evidence from Inheritance Law Evaluation,10.18653/v1/2025.arabicnlp-main.20,1.0,
assessing the impact of renewable energy transition on the environmental sustainability and carbon neutrality in china composite index approach applied and computational engineering 2025,Assessing the Impact of Renewable Energy Transition on the Environmental Sustainability and Carbon Neutrality in China: Composite Index Approach. Applied and Computational Engineering. 2025.,Assessing the Impact of Renewable Energy Transition on the Environmental Sustainability and Carbon Neutrality in China: Composite Index Approach,3,M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Assessing the Impact of Renewable Energy Transition on the Environmental Sustainability and Carbon Neutrality in China: Composite Index Approach,10.54254/2755-2721/2025.20015,1.0,
audit and feedback effects on professional practice the cochrane database of systematic reviews 2025,Audit and feedback: effects on professional practice.. The Cochrane database of systematic reviews. 2025.,Audit and feedback: effects on professional practice.,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Audit and feedback: effects on professional practice,10.1002/14651858.cd000259.pub5,1.0,
building agent based decision support systems for word of mouth programs a freemium application m chica w rand journal of marketing research 2017 journals sagepub com 2017,"Building agent-based decision support systems for word-of-mouth programs: A freemium application. M Chica, W Rand - Journal of Marketing Research, 2017 - journals.sagepub.com. 2017.",Building agent-based decision support systems for word-of-mouth programs: A freemium application,3,M1|M2a|M2c,verified_genuine_but_unretrieved,Crossref,Building Agent-Based Decision Support Systems for Word-of-Mouth Programs. A Freemium Application,10.2139/ssrn.2821171,1.0,
covid 19 reducing the risk of infection might increase the risk of intimate partner violence eclinicalmedicine 2020,COVID-19: Reducing the risk of infection might increase the risk of intimate partner violence. EClinicalMedicine. 2020.,COVID-19: Reducing the risk of infection might increase the risk of intimate partner violence,3,M2c,verified_genuine_but_unretrieved,Crossref,COVID-19: Reducing the risk of infection might increase the risk of intimate partner violence,10.1016/j.eclinm.2020.100348,1.0,
climate change adaptation in sids a systematic review of the literature pre and post the ipcc fifth assessment report wires climate change 2020,Climate change adaptation in SIDS: A systematic review of the literature pre and post the IPCC Fifth Assessment Report. WIREs Climate Change. 2020.,Climate change adaptation in SIDS: A systematic review of the literature pre and post the IPCC Fifth Assessment Report,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Climate change adaptation in <scp>SIDS</scp>: A systematic review of the literature pre and post the <scp>IPCC</scp> Fifth Assessment Report,10.1002/wcc.653,1.0,
comparing large language models and human annotators in latent content analysis of sentiment political leaning emotional intensity and sarcasm scientific reports 2025,"Comparing large Language models and human annotators in latent content analysis of sentiment, political leaning, emotional intensity and sarcasm.. Scientific reports. 2025.","Comparing large Language models and human annotators in latent content analysis of sentiment, political leaning, emotional intensity and sarcasm.",3,M1|M2b|M2c,verified_genuine_but_unretrieved,Crossref,"Comparing large Language models and human annotators in latent content analysis of sentiment, political leaning, emotional intensity and sarcasm",10.1038/s41598-025-96508-3,1.0,
conflict resolution techniques in multi agent systems technical review european modern studies journal 2025,Conflict Resolution Techniques in Multi-Agent Systems: Technical Review. European Modern Studies Journal. 2025.,Conflict Resolution Techniques in Multi-Agent Systems: Technical Review,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Conflict Resolution Techniques in Multi-Agent Systems: Technical Review,10.59573/emsj.9(5).2025.76,1.0,
data in context how digital transformation can support human reasoning in cyber physical production systems future internet 13 6 2021 156 2021,Data in context: How digital transformation can support human reasoning in cyber-physical production systems. Future Internet 13(6) (2021) 156. 2021.,Data in context: How digital transformation can support human reasoning in cyber-physical production systems,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Data in Context: How Digital Transformation Can Support Human Reasoning in Cyber-Physical Production Systems,10.3390/fi13060156,1.0,
delusions by design how everyday ais might be fuelling psychosis and what can be done about it openalex 2025,Delusions by design? How everyday AIs might be fuelling psychosis (and what can be done about it). OpenAlex. 2025.,Delusions by design? How everyday AIs might be fuelling psychosis (and what can be done about it),3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Delusions by design? How everyday AIs might be fuelling psychosis (and what can be done about it),10.31234/osf.io/cmy7n_v3,1.0,
digital transformation as a driver of innovative behavior the mediating roles of hr analytics and psychological well being at the library and archives office of bantul regency international journal of economics and management review 2025,Digital Transformation as a Driver of Innovative Behavior: the Mediating Roles of HR Analytics and Psychological Well-being at the Library and Archives Office of Bantul Regency. INTERNATIONAL JOURNAL OF ECONOMICS AND MANAGEMENT REVIEW. 2025.,Digital Transformation as a Driver of Innovative Behavior: the Mediating Roles of HR Analytics and Psychological Well-being at the Library and Archives Office of Bantul Regency,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Digital Transformation as a Driver of Innovative Behavior: the Mediating Roles of HR Analytics and Psychological Well-being at the Library and Archives Office of Bantul Regency,10.58765/ijemr.v3i3.275,1.0,
do metacognitive beliefs satisfy criteria as mechanisms of change in treatment a systematic review and evidence synthesis clinical psychology review 2025,Do metacognitive beliefs satisfy criteria as mechanisms of change in treatment? A systematic review and evidence synthesis.. Clinical Psychology Review. 2025.,Do metacognitive beliefs satisfy criteria as mechanisms of change in treatment? A systematic review and evidence synthesis.,3,M1|M2a|M2c,verified_genuine_but_unretrieved,Crossref,Do metacognitive beliefs satisfy criteria as mechanisms of change in treatment? A systematic review and evidence synthesis,10.1016/j.cpr.2025.102654,1.0,
drbenchmark a large language understanding evaluation benchmark for french biomedical domain international conference on language resources and evaluation 2024,DrBenchmark: A Large Language Understanding Evaluation Benchmark for French Biomedical Domain. International Conference on Language Resources and Evaluation. 2024.,DrBenchmark: A Large Language Understanding Evaluation Benchmark for French Biomedical Domain,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,DrBenchmark: A Large Language Understanding Evaluation Benchmark for French Biomedical Domain,10.63317/2qw5m4y3uneg,1.0,
evidence base for non genetic inheritance of environmental exposures in non human animals and plants a map of evidence syntheses with bibliometric analysis 万方数据 2023,Evidence base for non-genetic inheritance of environmental exposures in non-human animals and plants: a map of evidence syntheses with bibliometric analysis. 万方数据. 2023.,Evidence base for non-genetic inheritance of environmental exposures in non-human animals and plants: a map of evidence syntheses with bibliometric analysis,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Evidence base for non-genetic inheritance of environmental exposures in non-human animals and plants: a map of evidence syntheses with bibliometric analysis,10.1186/s13750-022-00290-y,1.0,
evidence synthesis in neuromyelitis optica spectrum disorders modeling a clinical trial based on published data real world data evidence 2025,Evidence synthesis in neuromyelitis optica spectrum disorders: modeling a clinical trial based on published data. Real-World Data & Evidence. 2025.,Evidence synthesis in neuromyelitis optica spectrum disorders: modeling a clinical trial based on published data,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Evidence synthesis in neuromyelitis optica spectrum disorders: modeling a clinical trial based on published data,10.37489/2782-3784-myrwd-072,1.0,
evomdt a self evolving multi agent system for structured clinical decision making in multi cancer npj digital medicine 2026,EvoMDT: a self-evolving multi-agent system for structured clinical decision-making in multi-cancer.. NPJ digital medicine. 2026.,EvoMDT: a self-evolving multi-agent system for structured clinical decision-making in multi-cancer.,3,M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,EvoMDT: a self-evolving multi-agent system for structured clinical decision-making in multi-cancer,10.1038/s41746-025-02304-8,1.0,
from classroom to climate action exploring the educational pathways to environmental awareness a systematic literature review international journal of english literature and social sciences 2025,From Classroom to Climate Action: Exploring the Educational Pathways to Environmental Awareness – A Systematic Literature Review. International Journal of English Literature and Social Sciences. 2025.,From Classroom to Climate Action: Exploring the Educational Pathways to Environmental Awareness – A Systematic Literature Review,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,From Classroom to Climate Action: Exploring the Educational Pathways to Environmental Awareness – A Systematic Literature Review,10.22161/ijels.102.64,1.0,
grounded theory in medical education studies to delay or not the literature review crossref 2023,Grounded theory in medical education studies: To delay or not the literature review?. CrossRef. 2023.,Grounded theory in medical education studies: To delay or not the literature review?,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,Grounded theory in medical education studies: To delay or not the literature review?,10.21203/rs.3.rs-3481347/v1,1.0,
gujibert and gujigpt construction of intelligent information processing foundation language models for ancient texts arxiv cornell university 2023,GujiBERT and GujiGPT: Construction of Intelligent Information Processing Foundation Language Models for Ancient Texts. arXiv (Cornell University). 2023.,GujiBERT and GujiGPT: Construction of Intelligent Information Processing Foundation Language Models for Ancient Texts,3,M1|M2a|M2b,verified_genuine_but_unretrieved,OpenAlex,GujiBERT and GujiGPT: Construction of Intelligent Information Processing Foundation Language Models for Ancient Texts,https://doi.org/10.48550/arxiv.2307.05354,1.0,
how i contributed to cochrane crowd and why it matters for evidence synthesis international journal of risk safety in medicine 2026,How I contributed to Cochrane Crowd and why it matters for evidence synthesis. International Journal of Risk & Safety in Medicine. 2026.,How I contributed to Cochrane Crowd and why it matters for evidence synthesis,3,M1|M2a|M2b,verified_genuine_but_unretrieved,Crossref,How I contributed to Cochrane Crowd and why it matters for evidence synthesis,10.1177/09246479261441446,1.0,
impact of exercise training on cognitive function in patients with copd a systematic review and meta analysis of randomised controlled trials european respiratory review an official journal of the european respiratory society 2025,Impact of exercise training on cognitive function in patients with COPD: a systematic review and meta-analysis of randomised controlled trials.. European respiratory review : an official journal of the European Respiratory Society. 2025.,Impact of exercise training on cognitive function in patients with COPD: a systematic review and meta-analysis of randomised controlled trials.,3,M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Impact of exercise training on cognitive function in patients with COPD: a systematic review and meta-analysis of randomised controlled trials,10.1183/16000617.0170-2024,1.0,
improving the effectiveness of agricultural extension services in supporting farmers to adapt to climate change insights from northeastern ghana climate risk management 2021,Improving the effectiveness of agricultural extension services in supporting farmers to adapt to climate change: Insights from northeastern Ghana. Climate Risk Management. 2021.,Improving the effectiveness of agricultural extension services in supporting farmers to adapt to climate change: Insights from northeastern Ghana,3,M2a|M2b|M2c,verified_genuine_but_unretrieved,Crossref,Improving the effectiveness of agricultural extension services in supporting farmers to adapt to climate change: Insights from northeastern Ghana,10.1016/j.crm.2021.100304,1.0,
