config,qid,release,reasons,text_orphans,uncited_bibliography_entries,bibliography_match_rate,path
M1,Q229,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q229_method1_exp_20260413_112724.md
M1,Q22,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method1\Q22_method1_exp_20260412_231356.md
M1,Q230,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q230_method1_exp_20260413_112916.md
M1,Q231,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q231_method1_exp_20260413_113057.md
M1,Q232,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q232_method1_exp_20260413_113241.md
M1,Q233,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q233_method1_exp_20260413_113421.md
M1,Q234,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q234_method1_exp_20260413_113606.md
M1,Q235,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q235_method1_exp_20260413_113750.md
M1,Q236,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q236_method1_exp_20260413_113948.md
M1,Q237,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q237_method1_exp_20260413_123248.md
M1,Q238,block,uncited_bibliography_entry,0,3,1.0,data\expanded_outputs\method1\Q238_method1_exp_20260413_115415.md
M1,Q239,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q239_method1_exp_20260413_115544.md
M1,Q23,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q23_method1_exp_20260412_231520.md
M1,Q240,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q240_method1_exp_20260413_115723.md
M1,Q241,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q241_method1_exp_20260413_115908.md
M1,Q242,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q242_method1_exp_20260413_120107.md
M1,Q243,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q243_method1_exp_20260413_120246.md
M1,Q244,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q244_method1_exp_20260413_120426.md
M1,Q245,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q245_method1_exp_20260413_120612.md
M1,Q246,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q246_method1_exp_20260413_120800.md
M1,Q247,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q247_method1_exp_20260413_120952.md
M1,Q248,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q248_method1_exp_20260413_121138.md
M1,Q249,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q249_method1_exp_20260413_121342.md
M1,Q24,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q24_method1_exp_20260412_231654.md
M1,Q250,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q250_method1_exp_20260413_121543.md
M1,Q251,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q251_method1_exp_20260413_121731.md
M1,Q25,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q25_method1_exp_20260412_231839.md
M1,Q26,pass,,0,0,1.0,data\expanded_outputs\method1\Q26_method1_exp_20260412_232010.md
M1,Q27,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q27_method1_exp_20260412_232206.md
M1,Q28,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q28_method1_exp_20260412_232349.md
M1,Q29,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q29_method1_exp_20260412_232525.md
M1,Q30,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q30_method1_exp_20260412_232725.md
M1,Q31,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q31_method1_exp_20260412_232907.md
M1,Q32,block,missing_bibliography|unresolved_in_text_citation|bibliography_outside_query_evidence,8,0,0.0,data\expanded_outputs\method1\Q32_method1_exp_20260412_233038.md
M1,Q33,block,unresolved_in_text_citation|uncited_bibliography_entry|bibliography_outside_query_evidence,1,1,0.875,data\expanded_outputs\method1\Q33_method1_exp_20260412_233209.md
M1,Q34,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q34_method1_exp_20260412_233347.md
M1,Q35,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q35_method1_exp_20260412_233531.md
M1,Q36,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q36_method1_exp_20260412_233706.md
M1,Q37,pass,,0,0,1.0,data\expanded_outputs\method1\Q37_method1_exp_20260412_233858.md
M1,Q38,pass,,0,0,1.0,data\expanded_outputs\method1\Q38_method1_exp_20260412_234058.md
M1,Q39,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q39_method1_exp_20260412_234302.md
M1,Q40,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q40_method1_exp_20260412_234454.md
M1,Q41,pass,,0,0,1.0,data\expanded_outputs\method1\Q41_method1_exp_20260412_234636.md
M1,Q42,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q42_method1_exp_20260412_234829.md
M1,Q43,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q43_method1_exp_20260412_235018.md
M1,Q44,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q44_method1_exp_20260412_235207.md
M1,Q45,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q45_method1_exp_20260412_235205.md
M1,Q46,block,missing_bibliography|unresolved_in_text_citation|bibliography_outside_query_evidence,8,0,0.0,data\expanded_outputs\method1\Q46_method1_exp_20260412_235347.md
M1,Q47,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q47_method1_exp_20260412_235532.md
M1,Q48,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q48_method1_exp_20260412_235710.md
M1,Q49,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q49_method1_exp_20260412_235849.md
M1,Q50,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q50_method1_exp_20260413_000023.md
M1,Q51,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q51_method1_exp_20260413_000159.md
M1,Q52,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q52_method1_exp_20260413_000333.md
M1,Q53,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method1\Q53_method1_exp_20260413_000502.md
M1,Q54,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q54_method1_exp_20260413_000622.md
M1,Q55,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method1\Q55_method1_exp_20260413_000801.md
M1,Q56,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method1\Q56_method1_exp_20260413_000941.md
M1,Q57,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q57_method1_exp_20260413_001151.md
M1,Q58,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method1\Q58_method1_exp_20260413_001349.md
M1,Q59,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q59_method1_exp_20260413_001511.md
M1,Q60,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method1\Q60_method1_exp_20260413_001702.md
M2a,Q01,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q01_method2a_exp_20260412_224523.md
M2a,Q02,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q02_method2a_exp_20260412_224825.md
M2a,Q03,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q03_method2a_exp_20260412_225122.md
M2a,Q04,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.42857142857142855,data\expanded_outputs\method2a\Q04_method2a_exp_20260412_225402.md
M2a,Q05,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q05_method2a_exp_20260412_225644.md
M2a,Q61,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q061_method2a_exp_20260413_082512.md
M2a,Q62,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q062_method2a_exp_20260413_082720.md
M2a,Q63,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q063_method2a_exp_20260413_082933.md
M2a,Q64,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q064_method2a_exp_20260413_083202.md
M2a,Q65,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q065_method2a_exp_20260413_083438.md
M2a,Q66,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q066_method2a_exp_20260413_083702.md
M2a,Q67,pass,,0,0,1.0,data\expanded_outputs\method2a\Q067_method2a_exp_20260413_083903.md
M2a,Q68,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q068_method2a_exp_20260413_084110.md
M2a,Q69,pass,,0,0,1.0,data\expanded_outputs\method2a\Q069_method2a_exp_20260413_084312.md
M2a,Q06,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method2a\Q06_method2a_exp_20260412_225938.md
M2a,Q70,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q070_method2a_exp_20260413_084455.md
M2a,Q71,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q071_method2a_exp_20260413_084712.md
M2a,Q72,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q072_method2a_exp_20260413_084953.md
M2a,Q73,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method2a\Q073_method2a_exp_20260413_085205.md
M2a,Q74,pass,,0,0,1.0,data\expanded_outputs\method2a\Q074_method2a_exp_20260413_085409.md
M2a,Q75,pass,,0,0,1.0,data\expanded_outputs\method2a\Q075_method2a_exp_20260413_085615.md
M2a,Q76,pass,,0,0,1.0,data\expanded_outputs\method2a\Q076_method2a_exp_20260413_085839.md
M2a,Q77,pass,,0,0,1.0,data\expanded_outputs\method2a\Q077_method2a_exp_20260413_090101.md
M2a,Q78,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q078_method2a_exp_20260413_090340.md
M2a,Q79,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method2a\Q079_method2a_exp_20260413_090609.md
M2a,Q07,block,unresolved_in_text_citation|uncited_bibliography_entry|bibliography_outside_query_evidence,2,3,0.625,data\expanded_outputs\method2a\Q07_method2a_exp_20260412_230219.md
M2a,Q80,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q080_method2a_exp_20260413_090831.md
M2a,Q81,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q081_method2a_exp_20260413_091049.md
M2a,Q82,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q082_method2a_exp_20260413_091320.md
M2a,Q83,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q083_method2a_exp_20260413_091551.md
M2a,Q84,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q084_method2a_exp_20260413_091825.md
M2a,Q85,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q085_method2a_exp_20260413_092102.md
M2a,Q86,pass,,0,0,1.0,data\expanded_outputs\method2a\Q086_method2a_exp_20260413_092331.md
M2a,Q87,pass,,0,0,1.0,data\expanded_outputs\method2a\Q087_method2a_exp_20260413_092603.md
M2a,Q88,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q088_method2a_exp_20260413_092819.md
M2a,Q89,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q089_method2a_exp_20260413_093041.md
M2a,Q08,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q08_method2a_exp_20260412_230522.md
M2a,Q90,block,unresolved_in_text_citation|bibliography_outside_query_evidence,6,0,0.25,data\expanded_outputs\method2a\Q090_method2a_exp_20260413_093318.md
M2a,Q91,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method2a\Q091_method2a_exp_20260413_093525.md
M2a,Q92,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q092_method2a_exp_20260413_093744.md
M2a,Q93,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q093_method2a_exp_20260413_094100.md
M2a,Q94,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q094_method2a_exp_20260413_094349.md
M2a,Q95,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q095_method2a_exp_20260413_094642.md
M2a,Q96,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method2a\Q096_method2a_exp_20260413_121456.md
M2a,Q97,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q097_method2a_exp_20260413_095300.md
M2a,Q98,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q098_method2a_exp_20260413_095557.md
M2a,Q99,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method2a\Q099_method2a_exp_20260413_095845.md
M2a,Q09,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q09_method2a_exp_20260412_230907.md
M2a,Q100,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method2a\Q100_method2a_exp_20260413_100119.md
M2a,Q101,pass,,0,0,1.0,data\expanded_outputs\method2a\Q101_method2a_exp_20260413_100409.md
M2a,Q102,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q102_method2a_exp_20260413_100718.md
M2a,Q103,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q103_method2a_exp_20260413_101028.md
M2a,Q104,pass,,0,0,1.0,data\expanded_outputs\method2a\Q104_method2a_exp_20260413_101306.md
M2a,Q105,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q105_method2a_exp_20260413_101559.md
M2a,Q106,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q106_method2a_exp_20260413_101841.md
M2a,Q107,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q107_method2a_exp_20260413_102123.md
M2a,Q108,block,unresolved_in_text_citation|bibliography_outside_query_evidence,6,0,0.25,data\expanded_outputs\method2a\Q108_method2a_exp_20260413_102355.md
M2a,Q109,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q109_method2a_exp_20260413_102730.md
M2a,Q10,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q10_method2a_exp_20260412_231251.md
M2a,Q110,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method2a\Q110_method2a_exp_20260413_103027.md
M2a,Q111,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q111_method2a_exp_20260413_103355.md
M2a,Q112,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q112_method2a_exp_20260413_103653.md
M2a,Q113,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q113_method2a_exp_20260413_104028.md
M2a,Q114,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q114_method2a_exp_20260413_104316.md
M2a,Q115,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q115_method2a_exp_20260413_104600.md
M2a,Q116,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method2a\Q116_method2a_exp_20260413_104952.md
M2a,Q117,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q117_method2a_exp_20260413_105304.md
M2a,Q118,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method2a\Q118_method2a_exp_20260413_105529.md
M2a,Q119,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q119_method2a_exp_20260413_105832.md
M2a,Q11,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q11_method2a_exp_20260412_231540.md
M2a,Q120,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q120_method2a_exp_20260413_110153.md
M2a,Q121,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q121_method2a_exp_20260413_110451.md
M2a,Q122,pass,,0,0,1.0,data\expanded_outputs\method2a\Q122_method2a_exp_20260413_110801.md
M2a,Q123,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q123_method2a_exp_20260413_111045.md
M2a,Q124,pass,,0,0,1.0,data\expanded_outputs\method2a\Q124_method2a_exp_20260413_111357.md
M2a,Q125,block,unresolved_in_text_citation|bibliography_outside_query_evidence,1,0,0.875,data\expanded_outputs\method2a\Q125_method2a_exp_20260413_111643.md
M2a,Q126,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q126_method2a_exp_20260413_111940.md
M2a,Q127,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q127_method2a_exp_20260413_112247.md
M2a,Q128,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method2a\Q128_method2a_exp_20260413_112554.md
M2a,Q129,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q129_method2a_exp_20260413_112850.md
M2a,Q12,pass,,0,0,1.0,data\expanded_outputs\method2a\Q12_method2a_exp_20260412_231841.md
M2a,Q130,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q130_method2a_exp_20260413_113201.md
M2a,Q131,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q131_method2a_exp_20260413_113511.md
M2a,Q132,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q132_method2a_exp_20260413_113820.md
M2a,Q133,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q133_method2a_exp_20260413_114122.md
M2a,Q134,pass,,0,0,1.0,data\expanded_outputs\method2a\Q134_method2a_exp_20260413_115521.md
M2a,Q135,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method2a\Q135_method2a_exp_20260413_115833.md
M2a,Q136,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method2a\Q136_method2a_exp_20260413_120220.md
M2a,Q137,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q137_method2a_exp_20260413_120148.md
M2a,Q138,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q138_method2a_exp_20260413_120557.md
M2a,Q139,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q139_method2a_exp_20260413_120842.md
M2a,Q13,pass,,0,0,1.0,data\expanded_outputs\method2a\Q13_method2a_exp_20260412_232121.md
M2a,Q140,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q140_method2a_exp_20260413_121159.md
M2a,Q141,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q141_method2a_exp_20260413_121727.md
M2a,Q142,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q142_method2a_exp_20260413_122015.md
M2a,Q143,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method2a\Q143_method2a_exp_20260413_122300.md
M2a,Q144,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q144_method2a_exp_20260413_122538.md
M2a,Q145,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q145_method2a_exp_20260413_122821.md
M2a,Q146,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q146_method2a_exp_20260413_123123.md
M2a,Q147,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q147_method2a_exp_20260413_123425.md
M2a,Q148,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q148_method2a_exp_20260413_123602.md
M2a,Q149,pass,,0,0,1.0,data\expanded_outputs\method2a\Q149_method2a_exp_20260413_125521.md
M2a,Q14,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q14_method2a_exp_20260412_232433.md
M2a,Q150,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q150_method2a_exp_20260413_125812.md
M2a,Q151,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q151_method2a_exp_20260413_130116.md
M2a,Q152,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q152_method2a_exp_20260413_130442.md
M2a,Q153,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q153_method2a_exp_20260413_130744.md
M2a,Q154,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method2a\Q154_method2a_exp_20260413_131055.md
M2a,Q155,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q155_method2a_exp_20260413_131358.md
M2a,Q156,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q156_method2a_exp_20260413_131430.md
M2a,Q157,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q157_method2a_exp_20260413_131725.md
M2a,Q158,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q158_method2a_exp_20260413_132019.md
M2a,Q159,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q159_method2a_exp_20260413_132328.md
M2a,Q15,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q15_method2a_exp_20260412_232727.md
M2a,Q160,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q160_method2a_exp_20260413_132638.md
M2a,Q161,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q161_method2a_exp_20260413_132945.md
M2a,Q162,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q162_method2a_exp_20260413_133253.md
M2a,Q163,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q163_method2a_exp_20260413_133544.md
M2a,Q164,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q164_method2a_exp_20260413_133853.md
M2a,Q165,block,unresolved_in_text_citation|bibliography_outside_query_evidence,5,0,0.375,data\expanded_outputs\method2a\Q165_method2a_exp_20260413_134154.md
M2a,Q166,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q166_method2a_exp_20260413_134430.md
M2a,Q167,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q167_method2a_exp_20260413_134722.md
M2a,Q168,block,unresolved_in_text_citation|bibliography_outside_query_evidence,3,0,0.625,data\expanded_outputs\method2a\Q168_method2a_exp_20260413_135019.md
M2a,Q169,block,unresolved_in_text_citation|bibliography_outside_query_evidence,4,0,0.5,data\expanded_outputs\method2a\Q169_method2a_exp_20260413_135305.md
M2a,Q16,block,unresolved_in_text_citation|bibliography_outside_query_evidence,2,0,0.75,data\expanded_outputs\method2a\Q16_method2a_exp_20260412_233023.md
